Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,New_price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Age,Cost_Efficiency
171,Hyundai i10 Magna 1.2,Delhi,2013,60000,First,20.36,1197.0,78.9,5.0,4.78 Lakh,2.75,4.78,False,True,True,12,0.1350687622789784
172,Mercedes-Benz GLC 220,Bangalore,2016,44414,First,17.9,2143.0,170.0,5.0,4.78 Lakh,42.5,4.78,False,False,False,9,2.374301675977654
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,First,18.9,1197.0,81.86,5.0,7.39 Lakh,6.5,7.39,False,True,True,6,0.34391534391534395
174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Second,17.68,1968.0,174.33,5.0,4.78 Lakh,19.0,4.78,False,False,False,13,1.0746606334841629
175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Second,14.4,1598.0,103.6,5.0,4.78 Lakh,4.45,4.78,False,True,False,12,0.3090277777777778
176,Mini Countryman Cooper D,Jaipur,2017,8525,Second,16.6,1998.0,112.0,5.0,4.78 Lakh,23.0,4.78,False,False,False,8,1.3855421686746987
177,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,First,22.54,1396.0,88.73,5.0,4.78 Lakh,8.35,4.78,False,False,True,11,0.37045252883762203
178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,First,17.68,1968.0,174.33,5.0,4.78 Lakh,22.95,4.78,False,False,False,11,1.2980769230769231
179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,First,25.44,936.0,57.6,5.0,4.78 Lakh,1.5,4.78,False,False,True,13,0.05896226415094339
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,First,13.7,1798.0,157.75,5.0,4.78 Lakh,6.89,4.78,False,True,False,13,0.502919708029197
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Second,17.8,1399.0,68.0,5.0,4.78 Lakh,1.45,4.78,False,False,True,19,0.08146067415730336
182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,First,22.48,1995.0,190.0,5.0,69.47 Lakh,33.5,69.47,False,False,False,11,1.4902135231316727
183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,First,12.9,1598.0,102.5,5.0,4.78 Lakh,1.25,4.78,False,True,True,18,0.09689922480620154
184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,First,22.07,1199.0,73.9,5.0,4.78 Lakh,4.2,4.78,False,False,True,13,0.19030357951971003
185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,First,19.98,1461.0,108.5,8.0,4.78 Lakh,6.75,4.78,False,False,True,10,0.33783783783783783
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,First,13.0,2143.0,201.1,5.0,4.78 Lakh,32.0,4.78,False,False,False,11,2.4615384615384617
187,Maruti Baleno Alpha,Kochi,2017,24773,First,21.4,1197.0,83.1,5.0,8.78 Lakh,7.5,8.78,False,True,True,8,0.3504672897196262
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,First,22.32,1582.0,126.32,5.0,4.78 Lakh,4.6,4.78,False,False,True,13,0.20609318996415768
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,First,19.81,1086.0,68.05,5.0,4.78 Lakh,4.04,4.78,False,True,True,8,0.20393740535083293
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,First,15.4,1997.0,120.0,7.0,4.78 Lakh,10.31,4.78,False,False,True,9,0.6694805194805195
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,First,12.7,2179.0,187.7,5.0,4.78 Lakh,55.76,4.78,False,False,False,7,4.390551181102362
192,Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0,1399.0,68.0,5.0,4.78 Lakh,2.6,4.78,False,False,True,15,0.13
193,Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,12.74 Lakh,8.5,12.74,False,False,True,9,0.3337259521005104
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0,1197.0,74.0,5.0,4.78 Lakh,2.95,4.78,False,True,True,18,
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,4.78 Lakh,3.5,4.78,False,False,True,11,0.13565891472868216
196,Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.55,4.78,False,True,True,10,0.1743614931237721
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,4.78 Lakh,3.25,4.78,False,False,True,12,0.12596899224806202
198,Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,106.0,5.0,4.78 Lakh,4.5,4.78,False,False,True,17,0.2571428571428571
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,4.78 Lakh,5.35,4.78,False,False,True,11,0.26925012581781577
200,Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,10.52 Lakh,6.5,10.52,False,False,True,8,0.3724928366762178
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,11.98 Lakh,9.0,11.98,False,False,True,9,0.37037037037037035
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,4.78 Lakh,6.0,4.78,False,True,True,9,0.3225806451612903
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,85.0,5.0,4.78 Lakh,2.75,4.78,False,True,True,16,0.1870748299319728
204,Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,4.78 Lakh,1.5,4.78,False,True,True,15,0.0959079283887468
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,4.78 Lakh,19.9,4.78,False,False,False,10,1.2650985378258104
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,4.78 Lakh,10.0,4.78,False,True,False,11,0.6802721088435374
207,Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,4.78 Lakh,3.0,4.78,False,False,True,11,0.1271725307333616
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1197.0,74.0,5.0,4.78 Lakh,2.11,4.78,False,True,True,15,0.131055900621118
209,Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,4.78 Lakh,11.96,4.78,False,True,False,11,0.8081081081081082
210,Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,8.54 Lakh,3.25,8.54,False,False,True,12,0.1186131386861314
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,4.78 Lakh,4.75,4.78,False,False,True,13,0.21281362007168458
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,4.78 Lakh,5.95,4.78,False,False,True,11,0.290811339198436
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,4.78 Lakh,8.15,4.78,False,True,True,10,0.5330281229561805
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,67.0,5.0,4.78 Lakh,4.22,4.78,False,True,False,9,0.20575329107752313
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,186.0,5.0,4.78 Lakh,10.5,4.78,False,True,False,15,0.8943781942078365
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,4.78 Lakh,45.0,4.78,False,False,False,13,3.813559322033898
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,4.78 Lakh,2.9,4.78,False,True,True,13,0.14639071176173651
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,4.78 Lakh,8.9,4.78,False,True,False,8,0.6223776223776224
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,33.58 Lakh,26.0,33.58,False,True,False,8,1.7723244717109747
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,4.78 Lakh,8.22,4.78,False,True,True,7,0.4781849912739965
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,4.78 Lakh,3.5,4.78,False,False,True,11,0.13565891472868216
222,Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,4.78 Lakh,1.25,4.78,False,True,True,21,0.06613756613756615
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,9.12 Lakh,3.7,9.12,False,False,True,12,0.1759391345696624
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,4.78 Lakh,39.41,4.78,False,False,False,7,2.0451478982874933
225,Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,5.29 Lakh,2.65,5.29,False,True,True,12,0.11777777777777777
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,4.78 Lakh,8.92,4.78,False,False,True,10,0.4692267227774855
228,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,44.28 Lakh,35.67,44.28,False,True,False,8,2.1206896551724137
229,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,99.0,5.0,4.78 Lakh,3.6,4.78,False,False,True,10,
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,4.78 Lakh,0.85,4.78,False,False,True,18,0.04941860465116279
231,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,4.78 Lakh,3.32,4.78,False,True,True,9,0.17849462365591395
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,4.78 Lakh,3.6,4.78,False,False,True,13,0.16311735387403717
233,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,4.78 Lakh,6.8,4.78,False,False,True,9,0.29694323144104806
234,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,4.78 Lakh,2.5,4.78,False,False,True,13,0.125
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.74 Lakh,19.64,20.74,False,False,False,6,1.7288732394366197
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,4.78 Lakh,7.0,4.78,False,False,False,14,0.5972696245733788
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.74 Lakh,3.87,11.74,False,True,True,14,0.2224137931034483
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,4.78 Lakh,6.27,4.78,False,True,True,7,0.33709677419354833
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,4.78 Lakh,18.12,4.78,False,False,False,10,0.9403217436429684
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,4.78 Lakh,2.65,4.78,False,False,True,12,0.10416666666666666
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,4.78 Lakh,7.2,4.78,False,False,True,10,0.3194321206743567
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,4.78 Lakh,14.3,4.78,False,False,True,10,1.100846805234796
243,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,4.78 Lakh,6.9,4.78,False,False,True,12,0.3322099181511796
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,4.78 Lakh,10.75,4.78,False,False,True,11,0.83984375
246,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,4.78 Lakh,8.09,4.78,False,True,True,9,0.4544943820224719
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,4.78 Lakh,18.5,4.78,False,False,False,11,1.0850439882697946
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,4.78 Lakh,4.75,4.78,False,False,True,8,0.19791666666666666
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,4.78 Lakh,8.45,4.78,False,False,True,9,0.3008187967248131
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,4.78 Lakh,3.5,4.78,False,False,True,13,0.17073170731707318
251,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,4.78 Lakh,1.8,4.78,False,False,True,19,0.13740458015267176
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,4.78 Lakh,3.7,4.78,False,False,True,11,0.1858362631843295
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,4.78 Lakh,7.17,4.78,False,True,True,8,0.38342245989304813
254,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,4.78 Lakh,1.75,4.78,False,True,True,15,0.08833922261484099
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,4.78 Lakh,21.99,4.78,False,False,False,7,1.3424908424908424
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.52 Lakh,18.65,25.52,False,False,True,8,1.3633040935672514
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,4.78 Lakh,1.85,4.78,False,True,True,14,0.09390862944162437
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,4.78 Lakh,5.95,4.78,False,True,True,8,0.2916666666666667
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,4.78 Lakh,3.75,4.78,False,True,True,11,0.19841269841269843
260,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,4.78 Lakh,3.75,4.78,False,False,True,13,0.16375545851528386
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.07 Lakh,2.6,14.07,False,False,True,17,0.11818181818181818
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,4.78 Lakh,2.8,4.78,False,True,True,15,0.16470588235294117
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.13 Lakh,61.29,95.13,False,False,False,8,5.297320656871219
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,4.78 Lakh,18.0,4.78,False,False,True,11,1.1392405063291138
266,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,4.78 Lakh,4.35,4.78,False,False,True,11,0.1875
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,4.78 Lakh,13.75,4.78,False,False,True,9,0.6990340620233858
268,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,4.78 Lakh,2.0,4.78,False,True,True,15,0.10526315789473684
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,4.78 Lakh,10.0,4.78,False,False,True,9,0.5091649694501018
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,4.78 Lakh,1.65,4.78,False,False,True,15,0.09269662921348314
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,4.78 Lakh,45.77,4.78,False,False,False,8,2.765558912386707
272,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,4.78 Lakh,3.25,4.78,False,True,True,15,0.15962671905697445
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,4.78 Lakh,12.8,4.78,False,False,True,9,1.0
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,4.78 Lakh,0.55,4.78,False,True,True,23,0.031791907514450865
275,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,4.78 Lakh,7.15,4.78,False,False,True,7,0.2517605633802817
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,4.78 Lakh,7.0,4.78,False,False,True,12,0.5809128630705394
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,8.34 Lakh,3.75,8.34,False,False,True,8,0.16339869281045752
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,4.78 Lakh,8.5,4.78,False,True,True,8,0.4502118644067797
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,4.78 Lakh,4.35,4.78,False,False,True,13,0.1858974358974359
280,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,4.78 Lakh,3.26,4.78,False,True,True,9,0.14335971855760773
281,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,4.78 Lakh,4.21,4.78,False,True,True,14,0.24764705882352941
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,4.78 Lakh,70.36,4.78,False,False,False,7,5.829328914664457
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,4.78 Lakh,2.95,4.78,False,False,False,16,0.1735294117647059
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,4.78 Lakh,4.28,4.78,False,True,True,13,0.25029239766081873
285,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,4.78 Lakh,3.57,4.78,False,True,False,16,0.2125
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,4.78 Lakh,3.11,4.78,False,False,True,12,0.14200913242009133
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,4.78 Lakh,5.96,4.78,False,True,False,11,0.3973333333333333
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,4.78 Lakh,4.7,4.78,False,False,True,14,0.22882181110029212
289,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,4.78 Lakh,6.9,4.78,False,True,True,11,0.3965517241379311
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,8.34 Lakh,5.25,8.34,False,False,True,7,0.22875816993464054
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,4.78 Lakh,28.0,4.78,False,False,False,10,1.5151515151515151
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,4.78 Lakh,1.35,4.78,False,True,True,16,0.07142857142857144
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.85 Lakh,4.85,8.85,False,True,True,10,0.2664835164835165
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,4.78 Lakh,6.7,4.78,False,False,True,13,0.44666666666666666
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.1,4.78,False,True,True,15,0.15225933202357564
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,4.78 Lakh,18.64,4.78,False,False,False,10,0.9673066943435392
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,4.78 Lakh,2.8,4.78,False,True,True,13,0.13752455795677798
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.4 Lakh,20.25,25.4,False,False,True,9,1.480263157894737
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,4.78 Lakh,26.78,4.78,False,False,False,10,1.5147058823529413
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,4.78 Lakh,8.26,4.78,False,False,True,15,0.6358737490377213
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,4.78 Lakh,3.89,4.78,False,True,True,10,0.23618700667880999
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,4.78 Lakh,2.1,4.78,False,True,True,14,0.10038240917782026
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67 Lakh,12.69,16.67,False,True,False,8,0.705
304,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,4.78 Lakh,2.58,4.78,False,False,True,12,0.15176470588235294
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,4.78 Lakh,20.77,4.78,False,False,False,11,1.1747737556561086
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,4.78 Lakh,20.26,4.78,False,False,False,10,1.1318435754189946
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,4.78 Lakh,4.25,4.78,False,True,False,11,0.18398268398268397
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.43 Lakh,57.0,79.43,False,False,False,8,3.1843575418994416
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,4.78 Lakh,44.0,4.78,False,False,False,8,3.4645669291338583
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,4.78 Lakh,3.65,4.78,False,False,True,14,0.17770204479065238
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,4.78 Lakh,2.05,4.78,False,True,True,13,0.1464285714285714
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.62 Lakh,3.13,6.62,False,True,True,13,0.16918918918918918
315,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,4.78 Lakh,1.5,4.78,False,False,True,25,0.10660980810234541
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,4.78 Lakh,2.85,4.78,False,False,True,13,0.15833333333333333
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,4.78 Lakh,2.65,4.78,False,True,True,13,0.1402116402116402
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,4.78 Lakh,10.6,4.78,False,False,True,10,0.6625
319,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,4.78 Lakh,1.25,4.78,False,False,True,17,0.07309941520467836
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,4.78 Lakh,8.25,4.78,False,True,True,7,0.5149812734082397
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,4.78 Lakh,4.45,4.78,False,True,False,14,0.3803418803418804
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,4.78 Lakh,3.7,4.78,False,False,True,13,0.1917098445595855
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,4.78 Lakh,2.8,4.78,False,False,True,16,0.15730337078651685
324,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,4.78 Lakh,1.8,4.78,False,True,True,17,0.1016949152542373
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,4.78 Lakh,21.95,4.78,False,False,False,11,1.2415158371040724
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,4.78 Lakh,49.0,4.78,False,False,False,14,5.147058823529412
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,1.04 Cr,62.67,1.04,False,False,False,8,4.248813559322034
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,4.78 Lakh,5.5,4.78,False,False,True,13,0.2391304347826087
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,4.78 Lakh,2.95,4.78,False,True,False,16,0.17404129793510326
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,4.78 Lakh,6.86,4.78,False,True,False,9,0.3610526315789474
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,4.78 Lakh,6.15,4.78,False,False,True,10,0.24404761904761907
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,4.78 Lakh,3.3,4.78,False,True,True,14,0.17837837837837836
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,4.78 Lakh,2.55,4.78,False,True,True,14,0.15482695810564662
335,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,4.78 Lakh,1.5,4.78,False,True,True,16,0.07614213197969544
336,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,4.78 Lakh,2.5,4.78,False,True,False,21,0.22123893805309733
337,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,4.78 Lakh,1.4,4.78,False,True,True,19,0.07106598984771574
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,4.78 Lakh,3.4,4.78,False,False,True,13,0.16098484848484848
339,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,4.78 Lakh,2.25,4.78,False,True,True,13,0.11421319796954316
